id,domanda,risposta_a,risposta_b,risposta_c,risposta_d,corretta,macrocategoria,is_situazionale,efficace_alta,efficace_neutra,efficace_bassa,created_at,deleted_globally,risposta_e
1778838531792-1,Quali sono le conseguenze della rimozione del Presidente della Giunta regionale eletto a suffragio universale e diretto?,Le dimissioni della Giunta e lo scioglimento del Consiglio.,La nomina di un altro Presidente da parte del Consiglio.,"Lo scioglimento del Consiglio, ma non le dimissioni della Giunta.",,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-10,Il Conto riassuntivo del Tesoro costituisce la rendicontazione :,"Semestrale delle riscossioni e dei pagamenti relativi al servizio di tesoreria statale, riguardante sia la gestione del bilancio dello Stato sia quella della tesoreria statale.","Mensile delle riscossioni e dei pagamenti relativi al servizio di tesoreria statale, riguardante sia la gestione del bilancio dello Stato sia quella della tesoreria statale.","Trimestrale delle riscossioni e dei pagamenti relativi al servizio di tesoreria statale, riguardante sia la gestione del bilancio dello Stato sia quella della tesoreria statale.",,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-11,Cosa si intende per stagflazione?,È la situazione di un’economia che soffre contemporaneamente di un’elevata inflazione e di una crescita bassa o nulla.,È la situazione di un’economia in cui la rapida crescita economica è accompagnata da un’elevata inflazione.,È la situazione di un’economia soggetta ad una forte espansione a seguito di un periodo di recessione.,,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-12,"Il conto del bilancio, in relazione alla classificazione del bilancio, comprende:",Esclusivamente la gestione dei residui attivi degli esercizi anteriori.,Esclusivamente la gestione dei residui passivi degli esercizi anteriori.,La gestione dei residui attivi e passivi degli esercizi anteriori.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-13,"Nella contabilità pubblica, cosa si intende per perenzione amministrativa?","La perenzione amministrativa è un istituto caratteristico della contabilità pubblica, secondo il quale i residui attivi che non vengono pagati entro un certo tempo a partire dall'esercizio a cui si riferiscono vengono eliminati dal bilancio dello Stato e iscritti nel Conto del Patrimonio dello Stato tra le passività.","La perenzione amministrativa è un istituto caratteristico della contabilità pubblica, secondo il quale i residui passivi che non vengono pagati entro un certo tempo a partire dall'esercizio a cui si riferiscono vengono eliminati dal bilancio dello Stato e iscritti nel Conto del Patrimonio dello Stato tra le attività.","La perenzione amministrativa è un istituto caratteristico della contabilità pubblica, secondo il quale i residui passivi che non vengono pagati entro un certo tempo a partire dall'esercizio a cui si riferiscono vengono eliminati dal bilancio dello Stato e iscritti nel Conto del Patrimonio dello Stato tra le passività.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-14,"Il D.Lgs. 165/2001, recante Norme generali sull'ordinamento del Lavoro alle dipendenze delle amministrazioni pubbliche, stabilisce che, nelle pubbliche amministrazioni, la direzione e l'organizzazione del lavoro nell'ambito degli uffici sono assunte dagli organi preposti alla gestione:","con la capacità e i poteri del datore di lavoro pubblico, garantendo sempre la partecipazione sindacale anche con riferimento agli atti interni di organizzazione aventi riflessi sul rapporto di lavoro.","con la capacità e i poteri del privato datore di lavoro, fatta salva la preventiva informazione ai sindacati, sempre obbligatoria.","con la capacità e i poteri del privato datore di lavoro, fatte salve la sola informazione ai sindacati ovvero le ulteriori forme di partecipazione, ove previsti nei contratti collettivi nazionali.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-15,"Indicare quale/i delle seguenti affermazioni è/sono conforme/i al disposto dell'art. 4 del decreto legislativo n. 150/2009 relativo al controllo di gestione: 1) Ai fini del controllo di gestione, ciascuna amministrazione pubblica definisce le unità organizzative a livello delle quali si intende misurare l'efficacia, efficienza ed economicità dell'azione amministrativa; 2) Ai fini del controllo di gestione, ciascuna amministrazione pubblica definisce le procedure di determinazione degli obiettivi gestionali e dei soggetti responsabili; 3) Ai fini del controllo di gestione, ciascuna amministrazione pubblica definisce l'insieme dei prodotti e delle finalità dell'azione amministrativa, con riferimento all'intera amministrazione o a singole unità organizzative.",Tutte le tre affermazioni.,La n. 1 e la n. 2.,La n. 1 e la n. 3.,,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-16,"Quale dei seguenti organi non provvede ai controlli interni di regolarità amministrativa e contabile, secondo quanto previsto dall'art. 2 del decreto legislativo n. 286/1999?",Gli organi di revisione.,Gli organismi indipendenti di valutazione.,Gli uffici di ragioneria.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-17,Per espressa previsione di cui all’art. 5 del D.P.R. n. 62/2013 afferente la partecipazione ad associazioni e organizzazioni è corretto affermare che:,"Nel rispetto della disciplina vigente del diritto di associazione, il dipendente comunica tempestivamente al responsabile dell'ufficio di appartenenza la propria appartenenza ad organizzazioni, a prescindere dal loro carattere riservato o meno, i cui ambiti di interessi possano interferire con lo svolgimento dell'attività dell'ufficio anche se si tratti di sindacati.","Nel rispetto della disciplina vigente del diritto di associazione, il dipendente comunica tempestivamente al responsabile dell'ufficio di appartenenza la propria adesione o appartenenza ad associazioni od organizzazioni, a prescindere dal loro carattere riservato o meno, i cui ambiti di interessi possano interferire con lo svolgimento dell'attività dell'ufficio, salvo che si tratti di partiti politici o sindacati.",Il pubblico dipendente può sollecitare altri dipendenti ad aderire ad associazioni od organizzazioni promettendo vantaggi o prospettando svantaggi di carriera.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-18,Responsabilità amministrativa - Responsabilità contabile. La responsabilità amministrativa:,"Si fonda sul maneggio, di diritto o di fatto, del denaro o in genere dei valori della pubblica amministrazione.",Deriva dall'inadempimento di un obbligo di restituire valori avuti in consegna.,Presuppone in ogni caso un rapporto di servizio.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-19,"A norma dell’art. 55-quater del D.Lgs. 165/2001, la sanzione del licenziamento disciplinare senza preavviso si applica, tra l’altro, nei casi di:","Insufficiente rendimento, dovuto alla reiterata violazione degli obblighi concernenti la prestazione lavorativa, stabiliti da norme legislative o regolamentari, dal contratto collettivo o individuale, da atti e provvedimenti dell'amministrazione di appartenenza, e rilevato dalla costante valutazione negativa della performance del dipendente per ciascun anno dell'ultimo triennio.","Falsa attestazione della presenza in servizio, mediante l'alterazione dei sistemi di rilevamento della presenza o con altre modalità fraudolente, ovvero giustificazione dell'assenza dal servizio mediante una certificazione medica falsa o che attesta falsamente uno stato di malattia.",Reiterazione nell'ambiente di lavoro di gravi condotte aggressive o moleste o minacciose o ingiuriose o comunque lesive dell'onore e della dignità personale altrui.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-2,Il Titolo V della Costituzione opera una netta distinzione tra potestà legislativa esclusiva dello Stato e potestà legislativa concorrente delle Regioni. Per quale materia è riconosciuta allo Stato una potestà legislativa esclusiva e piena?,Sistema valutario.,Enti di credito fondiario e agrario a carattere regionale.,Commercio con l'estero.,,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-20,"A norma della legge 20/1994, nel caso di atti che rientrano nella competenza propria degli uffici tecnici o amministrativi, la responsabilità dei soggetti sottoposti alla giurisdizione della Corte dei conti in materia di contabilità pubblica:",Non si estende in alcun caso ai titolari degli organi politici che li abbiano approvati ovvero ne abbiano autorizzato o consentito l'esecuzione.,Si estende ai titolari degli organi politici anche se essi in buona fede abbiano approvati gli atti o ne abbiano autorizzato o consentito l'esecuzione.,Non si estende ai titolari degli organi politici che in buona fede li abbiano approvati ovvero ne abbiano autorizzato o consentito l'esecuzione.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-21,"Con riferimento alla struttura organizzativa del Ministero dell’interno, l'assetto interno degli Uffici di diretta collaborazione è determinato:",Con legge ordinaria dello Stato.,"Con decreto del Ministro, di natura regolamentare.","Con decreto del Ministro, di natura non regolamentare.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-22,"La struttura organizzativa del Ministero dell’interno è articolata in Dipartimenti: quale di questi è titolare di tutte le attività connesse alla gestione dell'ordine e della sicurezza pubblica, al coordinamento tecnico-operativo delle Forze di polizia, alla direzione e amministrazione della Polizia di Stato, alla direzione e gestione dei supporti tecnici?",Dipartimento per le Libertà civili e l’immigrazione.,Dipartimento per gli Affari interni e territoriali.,Dipartimento per la Pubblica sicurezza.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-23,"Il capo del Corpo nazionale dei vigili del fuoco è componente del Comitato nazionale dell'ordine e della sicurezza pubblica, in base alle disposizione dell'art. 18 della Legge n. 121/1981?","No, è componente il capo del Corpo nazionale dei vigili del fuoco.",Sì.,"No, è componente l'ispettore generale del Corpo delle capitanerie di porto.",,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-24,"I sindaci di comuni diversi dal comune capoluogo sono componenti, tra gli altri, del Comitato provinciale per l'ordine e la sicurezza pubblica, secondo quanto previsto dall'art. 20 della Legge n. 121/1981?",No.,"No, oltre al sindaco del comune capoluogo è componente il presidente della provincia che ha competenza sulle questioni riferibili agli ambiti territoriali dei comuni diversi dal comune capoluogo.","Sì, se interessati, quando devono trattarsi questioni riferibili ai rispettivi ambiti territoriali.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-25,"Nell’ambito della struttura organizzativa del Ministero dell’interno, gli sono attribuite tutte le funzioni esercitate dallo Stato a livello periferico. Cura i rapporti con il sistema delle autonomie locali e, per tale attività, è coadiuvato da una Conferenza permanente, che presiede, composta anche dai dirigenti delle strutture periferiche regionali dello Stato: di quale organo si tratta?",Del Prefetto.,Del Questore.,Del comandante della stazione dei carabinieri locale.,,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-26,Completare la proporzione. Se Pasticciere sta a Artigiano allora è logico che ..?.. stia a ..?...,Pescatore - Tonnarotto.,Cassiera - Impiegata.,Operaio - Saldatore.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778838531792-27,"A è tennista, B pugile, C sciatore, D velista. Ognuno affronta un altro in uno sport in cui nessuno dei due eccelle. Se A affronta C nella vela, mentre B affronta A nello sci, in quale sport possono sfidarsi C e D?",Pugilato o sci.,Tennis o pugilato.,Vela o tennis.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
